model,method,bench,case,category,measure,phase,value
gpt2-xl,anyedit,genie,composer_662,paraphrase_1,acc,pre,0.3333333333333333
gpt2-xl,anyedit,genie,composer_662,paraphrase_1,diff,post,-0.08513577344324931
gpt2-xl,anyedit,genie,composer_662,paraphrase_1,diff,pre,-0.08596987048066232
gpt2-xl,anyedit,genie,composer_662,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,composer_662,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,composer_662,paraphrase_2,acc,post,0.3333333333333333
gpt2-xl,anyedit,genie,composer_662,paraphrase_2,acc,pre,0.3333333333333333
gpt2-xl,anyedit,genie,composer_662,paraphrase_2,diff,post,-0.2921207597131953
gpt2-xl,anyedit,genie,composer_662,paraphrase_2,diff,pre,-0.2957719398500875
gpt2-xl,anyedit,genie,composer_662,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,composer_662,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,composer_662,paraphrase_3,acc,post,0.3333333333333333
gpt2-xl,anyedit,genie,composer_662,paraphrase_3,acc,pre,0.3333333333333333
gpt2-xl,anyedit,genie,composer_662,paraphrase_3,diff,post,-0.10523949643510627
gpt2-xl,anyedit,genie,composer_662,paraphrase_3,diff,pre,-0.09150443259899253
gpt2-xl,anyedit,genie,composer_662,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,composer_662,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,country_4458,abstract_1,acc,post,0.8571428571428571
gpt2-xl,anyedit,genie,country_4458,abstract_1,acc,pre,0.8571428571428571
gpt2-xl,anyedit,genie,country_4458,abstract_1,diff,post,0.05951051927398493
gpt2-xl,anyedit,genie,country_4458,abstract_1,diff,pre,0.04655074861691155
gpt2-xl,anyedit,genie,country_4458,abstract_1,success,post,1.0
gpt2-xl,anyedit,genie,country_4458,abstract_1,success,pre,1.0
gpt2-xl,anyedit,genie,country_4458,abstract_2,hit,post,0.0
gpt2-xl,anyedit,genie,country_4458,abstract_2,hit,pre,0.0
gpt2-xl,anyedit,genie,country_4458,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,country_4458,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,country_4458,efficacy,acc,post,0.0
gpt2-xl,anyedit,genie,country_4458,efficacy,acc,pre,0.0
gpt2-xl,anyedit,genie,country_4458,efficacy,diff,post,0.07829851641364613
gpt2-xl,anyedit,genie,country_4458,efficacy,diff,pre,-0.08263569845357104
gpt2-xl,anyedit,genie,country_4458,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,country_4458,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,country_4458,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,country_4458,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,country_4458,hop_1,diff,post,-0.008747138168422274
gpt2-xl,anyedit,genie,country_4458,hop_1,diff,pre,-0.009106210820703913
gpt2-xl,anyedit,genie,country_4458,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,country_4458,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_1,acc,post,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_1,acc,pre,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_1,diff,post,-0.36632570371657747
gpt2-xl,anyedit,genie,country_4458,paraphrase_1,diff,pre,-0.37027552436866545
gpt2-xl,anyedit,genie,country_4458,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_2,acc,post,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_2,acc,pre,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_2,diff,post,-0.00014545402746168364
gpt2-xl,anyedit,genie,country_4458,paraphrase_2,diff,pre,-0.00010580268843964793
gpt2-xl,anyedit,genie,country_4458,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_3,acc,post,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_3,acc,pre,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_3,diff,post,-0.28766630690164846
gpt2-xl,anyedit,genie,country_4458,paraphrase_3,diff,pre,-0.3106928678897986
gpt2-xl,anyedit,genie,country_4458,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,country_4458,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,country_5238,abstract_1,acc,post,0.8
gpt2-xl,anyedit,genie,country_5238,abstract_1,acc,pre,0.8
gpt2-xl,anyedit,genie,country_5238,abstract_1,diff,post,0.21961425282968727
gpt2-xl,anyedit,genie,country_5238,abstract_1,diff,pre,0.21177778595469415
gpt2-xl,anyedit,genie,country_5238,abstract_1,success,post,1.0
gpt2-xl,anyedit,genie,country_5238,abstract_1,success,pre,1.0
gpt2-xl,anyedit,genie,country_5238,abstract_2,hit,post,0.0
gpt2-xl,anyedit,genie,country_5238,abstract_2,hit,pre,0.0
gpt2-xl,anyedit,genie,country_5238,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,country_5238,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,country_5238,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,country_5238,efficacy,acc,pre,0.0
gpt2-xl,anyedit,genie,country_5238,efficacy,diff,post,0.0751438963445022
gpt2-xl,anyedit,genie,country_5238,efficacy,diff,pre,-0.12321628832241029
gpt2-xl,anyedit,genie,country_5238,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,country_5238,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,country_5238,hop_1,acc,post,0.5
gpt2-xl,anyedit,genie,country_5238,hop_1,acc,pre,0.5
gpt2-xl,anyedit,genie,country_5238,hop_1,diff,post,-0.001141385228912016
gpt2-xl,anyedit,genie,country_5238,hop_1,diff,pre,-0.0016145043934586705
gpt2-xl,anyedit,genie,country_5238,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,country_5238,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_1,acc,post,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_1,acc,pre,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_1,diff,post,-0.05424965482733908
gpt2-xl,anyedit,genie,country_5238,paraphrase_1,diff,pre,-0.05608067687587484
gpt2-xl,anyedit,genie,country_5238,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_2,acc,post,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_2,acc,pre,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_2,diff,post,-0.0003143568257965255
gpt2-xl,anyedit,genie,country_5238,paraphrase_2,diff,pre,-0.00029543637065004125
gpt2-xl,anyedit,genie,country_5238,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_3,acc,post,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_3,acc,pre,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_3,diff,post,-0.11310710062640446
gpt2-xl,anyedit,genie,country_5238,paraphrase_3,diff,pre,-0.1436329165608776
gpt2-xl,anyedit,genie,country_5238,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,country_5238,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,country_6522,abstract_1,acc,post,0.5
gpt2-xl,anyedit,genie,country_6522,abstract_1,acc,pre,0.5
gpt2-xl,anyedit,genie,country_6522,abstract_1,diff,post,-0.22318327075644445
gpt2-xl,anyedit,genie,country_6522,abstract_1,diff,pre,-0.22339137059414874
gpt2-xl,anyedit,genie,country_6522,abstract_1,success,post,0.0
gpt2-xl,anyedit,genie,country_6522,abstract_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_6522,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,country_6522,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,country_6522,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,country_6522,efficacy,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6522,efficacy,diff,post,0.3780659168966586
gpt2-xl,anyedit,genie,country_6522,efficacy,diff,pre,-0.09279789825928661
gpt2-xl,anyedit,genie,country_6522,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,country_6522,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,country_6522,hop_1,acc,post,0.2
gpt2-xl,anyedit,genie,country_6522,hop_1,acc,pre,0.2
gpt2-xl,anyedit,genie,country_6522,hop_1,diff,post,-0.005666773719009421
gpt2-xl,anyedit,genie,country_6522,hop_1,diff,pre,-0.0036455655307903773
gpt2-xl,anyedit,genie,country_6522,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,country_6522,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_1,acc,post,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_1,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_1,diff,post,-0.21465629896681082
gpt2-xl,anyedit,genie,country_6522,paraphrase_1,diff,pre,-0.24452463346487965
gpt2-xl,anyedit,genie,country_6522,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_2,acc,post,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_2,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_2,diff,post,-0.003909589839688367
gpt2-xl,anyedit,genie,country_6522,paraphrase_2,diff,pre,-0.0037991011766332124
gpt2-xl,anyedit,genie,country_6522,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_3,acc,post,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_3,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_3,diff,post,-0.4708789140701662
gpt2-xl,anyedit,genie,country_6522,paraphrase_3,diff,pre,-0.4645787527207311
gpt2-xl,anyedit,genie,country_6522,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,country_6522,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,country_6611,abstract_1,acc,post,0.8333333333333334
gpt2-xl,anyedit,genie,country_6611,abstract_1,acc,pre,0.8333333333333334
gpt2-xl,anyedit,genie,country_6611,abstract_1,diff,post,0.0258031111866327
gpt2-xl,anyedit,genie,country_6611,abstract_1,diff,pre,0.007401637076810963
gpt2-xl,anyedit,genie,country_6611,abstract_1,success,post,1.0
gpt2-xl,anyedit,genie,country_6611,abstract_1,success,pre,1.0
gpt2-xl,anyedit,genie,country_6611,abstract_2,hit,post,0.0
gpt2-xl,anyedit,genie,country_6611,abstract_2,hit,pre,0.0
gpt2-xl,anyedit,genie,country_6611,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,country_6611,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,country_6611,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,country_6611,efficacy,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6611,efficacy,diff,post,0.7845919823292429
gpt2-xl,anyedit,genie,country_6611,efficacy,diff,pre,-0.20442028196965722
gpt2-xl,anyedit,genie,country_6611,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,country_6611,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,country_6611,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,country_6611,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6611,hop_1,diff,post,-0.0718822715445417
gpt2-xl,anyedit,genie,country_6611,hop_1,diff,pre,-0.06417727396421777
gpt2-xl,anyedit,genie,country_6611,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,country_6611,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_1,acc,post,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_1,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_1,diff,post,-0.4018968301662975
gpt2-xl,anyedit,genie,country_6611,paraphrase_1,diff,pre,-0.4093668120873266
gpt2-xl,anyedit,genie,country_6611,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_2,acc,post,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_2,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_2,diff,post,-0.00013960339162735085
gpt2-xl,anyedit,genie,country_6611,paraphrase_2,diff,pre,-0.00013961782567549087
gpt2-xl,anyedit,genie,country_6611,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_3,acc,post,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_3,acc,pre,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_3,diff,post,-0.8227346320232759
gpt2-xl,anyedit,genie,country_6611,paraphrase_3,diff,pre,-0.8310568305397094
gpt2-xl,anyedit,genie,country_6611,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,country_6611,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,creator_2013,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,creator_2013,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,creator_2013,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,creator_2013,efficacy,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2013,efficacy,diff,post,0.7066796095746071
gpt2-xl,anyedit,genie,creator_2013,efficacy,diff,pre,-0.0010886595732278043
gpt2-xl,anyedit,genie,creator_2013,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,creator_2013,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,creator_2013,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,creator_2013,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_2013,hop_1,diff,post,-0.011333750017259262
gpt2-xl,anyedit,genie,creator_2013,hop_1,diff,pre,-0.011312329252236079
gpt2-xl,anyedit,genie,creator_2013,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,creator_2013,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_2013,hop_2,acc,post,0.5
gpt2-xl,anyedit,genie,creator_2013,hop_2,acc,pre,0.5
gpt2-xl,anyedit,genie,creator_2013,hop_2,diff,post,0.03837035203760608
gpt2-xl,anyedit,genie,creator_2013,hop_2,diff,pre,0.028076952299116713
gpt2-xl,anyedit,genie,creator_2013,hop_2,success,post,1.0
gpt2-xl,anyedit,genie,creator_2013,hop_2,success,pre,1.0
gpt2-xl,anyedit,genie,creator_2013,hop_3,acc,post,0.8333333333333334
gpt2-xl,anyedit,genie,creator_2013,hop_3,acc,pre,0.8333333333333334
gpt2-xl,anyedit,genie,creator_2013,hop_3,diff,post,0.3622122654381331
gpt2-xl,anyedit,genie,creator_2013,hop_3,diff,pre,0.34334501636967785
gpt2-xl,anyedit,genie,creator_2013,hop_3,success,post,1.0
gpt2-xl,anyedit,genie,creator_2013,hop_3,success,pre,1.0
gpt2-xl,anyedit,genie,creator_2013,paraphrase_1,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2013,paraphrase_1,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2013,paraphrase_1,diff,post,0.00223859435866397
gpt2-xl,anyedit,genie,creator_2013,paraphrase_1,diff,pre,-0.0021096517283427443
gpt2-xl,anyedit,genie,creator_2013,paraphrase_1,success,post,1.0
gpt2-xl,anyedit,genie,creator_2013,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_2013,paraphrase_2,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2013,paraphrase_2,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2013,paraphrase_2,diff,post,-0.004590802469315775
gpt2-xl,anyedit,genie,creator_2013,paraphrase_2,diff,pre,-0.005205669449313027
gpt2-xl,anyedit,genie,creator_2013,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,creator_2013,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,creator_2013,paraphrase_3,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2013,paraphrase_3,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2013,paraphrase_3,diff,post,-0.009775090651898667
gpt2-xl,anyedit,genie,creator_2013,paraphrase_3,diff,pre,-0.010413783577556034
gpt2-xl,anyedit,genie,creator_2013,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,creator_2013,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,creator_2812,abstract_1,acc,post,0.0
gpt2-xl,anyedit,genie,creator_2812,abstract_1,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_2812,abstract_1,diff,post,-0.38589685173476806
gpt2-xl,anyedit,genie,creator_2812,abstract_1,diff,pre,-0.3854003063367011
gpt2-xl,anyedit,genie,creator_2812,abstract_1,success,post,0.0
gpt2-xl,anyedit,genie,creator_2812,abstract_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_2812,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,creator_2812,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,creator_2812,efficacy,acc,post,0.8333333333333334
gpt2-xl,anyedit,genie,creator_2812,efficacy,acc,pre,0.8333333333333334
gpt2-xl,anyedit,genie,creator_2812,efficacy,diff,post,0.407655384951408
gpt2-xl,anyedit,genie,creator_2812,efficacy,diff,pre,0.06946843106387196
gpt2-xl,anyedit,genie,creator_2812,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,creator_2812,efficacy,success,pre,1.0
gpt2-xl,anyedit,genie,creator_2812,hop_1,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2812,hop_1,acc,pre,0.5555555555555556
gpt2-xl,anyedit,genie,creator_2812,hop_1,diff,post,0.03820988256658766
gpt2-xl,anyedit,genie,creator_2812,hop_1,diff,pre,0.03708193242527158
gpt2-xl,anyedit,genie,creator_2812,hop_1,success,post,1.0
gpt2-xl,anyedit,genie,creator_2812,hop_1,success,pre,1.0
gpt2-xl,anyedit,genie,creator_2812,paraphrase_1,acc,post,0.8333333333333334
gpt2-xl,anyedit,genie,creator_2812,paraphrase_1,acc,pre,0.8333333333333334
gpt2-xl,anyedit,genie,creator_2812,paraphrase_1,diff,post,0.09815020219609821
gpt2-xl,anyedit,genie,creator_2812,paraphrase_1,diff,pre,0.0943940723966802
gpt2-xl,anyedit,genie,creator_2812,paraphrase_1,success,post,1.0
gpt2-xl,anyedit,genie,creator_2812,paraphrase_1,success,pre,1.0
gpt2-xl,anyedit,genie,creator_2812,paraphrase_2,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2812,paraphrase_2,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2812,paraphrase_2,diff,post,0.054012677702373744
gpt2-xl,anyedit,genie,creator_2812,paraphrase_2,diff,pre,0.04856251285894211
gpt2-xl,anyedit,genie,creator_2812,paraphrase_2,success,post,1.0
gpt2-xl,anyedit,genie,creator_2812,paraphrase_2,success,pre,1.0
gpt2-xl,anyedit,genie,creator_2812,paraphrase_3,acc,post,0.8333333333333334
gpt2-xl,anyedit,genie,creator_2812,paraphrase_3,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,creator_2812,paraphrase_3,diff,post,0.06454494324828004
gpt2-xl,anyedit,genie,creator_2812,paraphrase_3,diff,pre,0.060072449722307714
gpt2-xl,anyedit,genie,creator_2812,paraphrase_3,success,post,1.0
gpt2-xl,anyedit,genie,creator_2812,paraphrase_3,success,pre,1.0
gpt2-xl,anyedit,genie,creator_4710,abstract_1,acc,post,0.8571428571428571
gpt2-xl,anyedit,genie,creator_4710,abstract_1,acc,pre,0.8571428571428571
gpt2-xl,anyedit,genie,creator_4710,abstract_1,diff,post,0.16237897843980847
gpt2-xl,anyedit,genie,creator_4710,abstract_1,diff,pre,0.1522503402169425
gpt2-xl,anyedit,genie,creator_4710,abstract_1,success,post,1.0
gpt2-xl,anyedit,genie,creator_4710,abstract_1,success,pre,1.0
gpt2-xl,anyedit,genie,creator_4710,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,creator_4710,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,creator_4710,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,creator_4710,efficacy,acc,pre,0.75
gpt2-xl,anyedit,genie,creator_4710,efficacy,diff,post,0.5039864833515609
gpt2-xl,anyedit,genie,creator_4710,efficacy,diff,pre,0.0821675304078332
gpt2-xl,anyedit,genie,creator_4710,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,creator_4710,efficacy,success,pre,1.0
gpt2-xl,anyedit,genie,creator_4710,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,creator_4710,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_4710,hop_1,diff,post,-0.0034407103004680736
gpt2-xl,anyedit,genie,creator_4710,hop_1,diff,pre,-0.0019131346337078875
gpt2-xl,anyedit,genie,creator_4710,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,creator_4710,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_4710,paraphrase_1,acc,post,0.75
gpt2-xl,anyedit,genie,creator_4710,paraphrase_1,acc,pre,0.75
gpt2-xl,anyedit,genie,creator_4710,paraphrase_1,diff,post,0.21842311407512716
gpt2-xl,anyedit,genie,creator_4710,paraphrase_1,diff,pre,0.20464986006687352
gpt2-xl,anyedit,genie,creator_4710,paraphrase_1,success,post,1.0
gpt2-xl,anyedit,genie,creator_4710,paraphrase_1,success,pre,1.0
gpt2-xl,anyedit,genie,creator_4710,paraphrase_2,acc,post,0.75
gpt2-xl,anyedit,genie,creator_4710,paraphrase_2,acc,pre,0.5
gpt2-xl,anyedit,genie,creator_4710,paraphrase_2,diff,post,0.08537927385799404
gpt2-xl,anyedit,genie,creator_4710,paraphrase_2,diff,pre,0.06255386750764678
gpt2-xl,anyedit,genie,creator_4710,paraphrase_2,success,post,1.0
gpt2-xl,anyedit,genie,creator_4710,paraphrase_2,success,pre,1.0
gpt2-xl,anyedit,genie,creator_4710,paraphrase_3,acc,post,0.75
gpt2-xl,anyedit,genie,creator_4710,paraphrase_3,acc,pre,0.75
gpt2-xl,anyedit,genie,creator_4710,paraphrase_3,diff,post,0.11201970681060991
gpt2-xl,anyedit,genie,creator_4710,paraphrase_3,diff,pre,0.09750016321760323
gpt2-xl,anyedit,genie,creator_4710,paraphrase_3,success,post,1.0
gpt2-xl,anyedit,genie,creator_4710,paraphrase_3,success,pre,1.0
gpt2-xl,anyedit,genie,creator_5423,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,creator_5423,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,creator_5423,efficacy,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,efficacy,diff,post,0.41878647329247154
gpt2-xl,anyedit,genie,creator_5423,efficacy,diff,pre,-0.09668976163842066
gpt2-xl,anyedit,genie,creator_5423,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,creator_5423,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,creator_5423,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,hop_1,diff,post,-0.0018066125065529417
gpt2-xl,anyedit,genie,creator_5423,hop_1,diff,pre,-0.0006725432763646081
gpt2-xl,anyedit,genie,creator_5423,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,creator_5423,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_1,acc,post,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_1,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_1,diff,post,-0.4312076909609312
gpt2-xl,anyedit,genie,creator_5423,paraphrase_1,diff,pre,-0.3769185702259977
gpt2-xl,anyedit,genie,creator_5423,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_2,acc,post,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_2,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_2,diff,post,-0.623163568567974
gpt2-xl,anyedit,genie,creator_5423,paraphrase_2,diff,pre,-0.5630277212232445
gpt2-xl,anyedit,genie,creator_5423,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_3,acc,post,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_3,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_3,diff,post,-0.31058257905484016
gpt2-xl,anyedit,genie,creator_5423,paraphrase_3,diff,pre,-0.2457822420550322
gpt2-xl,anyedit,genie,creator_5423,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,creator_5423,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,creator_7092,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,creator_7092,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,creator_7092,efficacy,acc,post,0.75
gpt2-xl,anyedit,genie,creator_7092,efficacy,acc,pre,0.5
gpt2-xl,anyedit,genie,creator_7092,efficacy,diff,post,0.15368261199330194
gpt2-xl,anyedit,genie,creator_7092,efficacy,diff,pre,-0.7305116123064999
gpt2-xl,anyedit,genie,creator_7092,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,creator_7092,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,creator_7092,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,creator_7092,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,creator_7092,hop_1,diff,post,-0.005588824911332331
gpt2-xl,anyedit,genie,creator_7092,hop_1,diff,pre,-0.0039978634405352
gpt2-xl,anyedit,genie,creator_7092,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,creator_7092,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_7092,paraphrase_1,acc,post,0.5
gpt2-xl,anyedit,genie,creator_7092,paraphrase_1,acc,pre,0.5
gpt2-xl,anyedit,genie,creator_7092,paraphrase_1,diff,post,-0.5745156809886145
gpt2-xl,anyedit,genie,creator_7092,paraphrase_1,diff,pre,-0.6058202710152931
gpt2-xl,anyedit,genie,creator_7092,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,creator_7092,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,creator_7092,paraphrase_2,acc,post,0.5
gpt2-xl,anyedit,genie,creator_7092,paraphrase_2,acc,pre,0.5
gpt2-xl,anyedit,genie,creator_7092,paraphrase_2,diff,post,-0.6351180957611755
gpt2-xl,anyedit,genie,creator_7092,paraphrase_2,diff,pre,-0.6512752371553758
gpt2-xl,anyedit,genie,creator_7092,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,creator_7092,paraphrase_2,success,pre,0.0
