model,method,bench,case,efficacy_rate_pre,efficacy_rate_post,efficacy_magnitude_pre,efficacy_magnitude_post,efficacy_log_magnitude_pre,efficacy_log_magnitude_post,generalisation_rate_pre,generalisation_rate_post,generalisation_magnitude_pre,generalisation_magnitude_post,generalisation_log_magnitude_pre,generalisation_log_magnitude_post,specificity_rate_pre,specificity_rate_post,specificity_magnitude_pre,specificity_magnitude_post,specificity_log_magnitude_pre,specificity_log_magnitude_post
gpt2-xl,grace,mquake,2526,0.75,1.0,0.04867920332712039,0.2520727882087193,4.661306309700012,10.184018087387084,,,,,,,,,,,,
gpt2-xl,grace,mquake,2752,0.0,0.25,-0.0051023593134906405,0.2492579305794882,-2.40866752465566,-1.431676268577576,,,,,,,,,,,,
gpt2-xl,grace,mquake,696,0.0,1.0,-0.0008709429784170613,0.9995677568948669,-0.8046875,16.29644274711609,,,,,,,,,,,,
gpt2-xl,grace,mquake,606,0.0,1.0,-0.1035693303291096,0.9930221481552605,-5.0514068603515625,5.018547058105469,,,,,,,,,,,,
gpt2-xl,grace,mquake,1946,0.3333333333333333,0.3333333333333333,-0.001759156818747945,0.33232247877816,-0.546142578125,-0.806773714928069,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row272,0.0,1.0,-0.12627165993588874,0.9289867218153935,-3.154229482014974,8.085501352945963,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row528,0.0,1.0,-0.0002395587894529437,0.9999769592364637,-7.1640625,14.753883600234985,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row137,1.0,1.0,0.003208769918582646,0.7554494590331563,6.2600453694661455,22.745408533140733,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row865,0.0,1.0,-0.02476231675138274,0.9830840349277326,-0.893147786458333,10.084543546040853,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row147,0.0,1.0,-0.11756553348912963,0.9372233399820404,-2.6816136837005615,3.6297836105028787,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row86,0.0,1.0,-0.03284857421988085,0.9880673952990144,-5.428396606445313,6.259258270263672,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row827,0.0,1.0,-0.01320504416694285,0.9966520313941251,-4.666666666666667,12.361234029134115,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row607,0.0,1.0,-0.0012723989706900757,0.571535947371105,-4.552083333333334,21.315572102864582,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row377,1.0,1.0,0.004564265023868388,0.9831053541459808,3.274088541666667,18.732961018880207,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row454,0.0,1.0,-0.11649619885153087,0.9260210608194468,-5.23046875,7.314432779947917,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row339,0.0,1.0,-0.0023953715268627183,0.9638523318060224,-1.307291666666667,9.95541779200236,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row744,0.0,1.0,-0.025324497399974125,0.9984033893825377,-5.305555725097657,6.50948281288147,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row639,0.0,1.0,-0.0110519697378152,0.9922009821058259,-2.845947265625,13.210922241210938,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row437,0.0,1.0,-0.27481935244454525,0.9930498565421959,-5.447052001953125,7.329650580883026,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row273,1.0,1.0,0.004657427094103678,0.9544986821843033,2.725789388020833,6.629557291666667,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row353,0.0,1.0,-0.013343921552156357,0.9867830560171426,-0.283999721209208,7.919350306193034,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row371,0.0,1.0,-0.10074496570563836,0.8497877042043187,-3.9469947814941406,2.9897632598876953,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row646,0.0,1.0,-0.392071967288463,0.5335712513916712,-4.5052227020263675,3.4846218109130858,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row129,0.0,1.0,-0.03818317167295291,0.9402620822906747,-4.704671223958334,4.537817637125651,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_popular_row602,1.0,1.0,0.009241835676083818,0.9217704590537206,3.171337890625,20.918540954589844,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row1779,1.0,1.0,4.905636647478933e-05,0.999401263686557,0.125,18.624401092529297,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row70,0.0,1.0,-0.14565894618703365,0.9791414504307558,-1.3417775472005207,4.129915444056193,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row1359,0.0,1.0,-0.026071609284287096,0.193211083307631,-2.174298604329427,7.419257481892903,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row1105,0.0,1.0,-0.020372426554067097,0.9979421836191893,-5.828125,23.02379099341702,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row1751,0.0,1.0,-0.16562326145772904,0.9807596104303875,-4.6026611328125,5.4150543212890625,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row1170,1.0,1.0,0.006328859344154638,0.9892549224107623,1.625325520833333,22.48919677734375,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row661,0.0,1.0,-0.0021934873371075693,0.9911178670810827,-0.49869791666666696,14.491078694661459,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row381,0.0,1.0,-0.03478966739457956,0.9386341382966091,-1.770833333333333,11.061686197916666,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row317,0.0,1.0,-0.003904772583676479,0.9829158130285528,-3.19921875,10.825236002604166,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row250,1.0,1.0,0.005578493175052221,0.9994727571378561,5.938802083333333,23.025323548043485,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row455,0.0,1.0,-0.0016380856096232489,0.9725442747412912,-2.6875,12.472164154052734,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row998,0.0,1.0,-0.0073084008482437735,0.955643121788904,-1.862630208333333,20.32962926228841,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row689,0.0,1.0,-0.05868307870414052,0.9979940215970169,-1.216796875,13.435493469238281,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row787,1.0,1.0,0.0030552830599224123,0.9847737683497648,0.5263671875,12.884948094685873,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row115,1.0,1.0,0.049436598504420004,0.9954927225379055,1.1005555987358093,23.021333464110608,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row541,0.0,1.0,-0.060585402978963664,0.9818198946903809,-2.475390625,5.378225816999163,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row1317,0.0,1.0,-0.0005560721260982912,0.832431050198815,-0.3708333333333327,10.889530436197916,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row901,0.0,1.0,-0.020561382532115497,0.8779006435791504,-3.783203125,9.846393585205078,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row436,0.0,1.0,-0.029847762217127444,0.9966663974212115,-1.8671875,23.02251175853085,,,,,,,,,,,,
gpt2-xl,grace,ripple,ripple_random_row834,0.0,1.0,-0.224259578951463,0.9861381581624923,-3.59918212890625,4.882609049479167,,,,,,,,,,,,
gpt2-xl,grace,zsre,zsre_row8097,1.0,1.0,0.06447440464413451,0.9935584442842059,1.81109619140625,5.408315658569336,1.0,1.0,0.04645956653142804,0.04645956653142804,1.827239990234375,1.827239990234375,1.0,1.0,0.006711784580285734,0.006711784580285734,1.6380157470703125,1.6380157470703125
gpt2-xl,grace,zsre,zsre_row15599,0.0,1.0,-0.003730474832275628,0.9999443337015684,-2.84375,13.999945163726807,0.0,0.0,-0.006699429113395981,-0.006699429113395981,-2.71875,-2.71875,0.0,0.0,-7.241250244972373e-08,-7.241250244972373e-08,-1.75,-1.75
gpt2-xl,grace,zsre,zsre_row18844,1.0,1.0,8.272617254803248e-05,0.9936737159283107,0.109375,7.49518609046936,1.0,1.0,4.510696549591873e-06,4.510696549591873e-06,0.0078125,0.0078125,0.0,0.0,-0.00033985135022967866,-0.00033985135022967866,-0.953125,-0.953125
gpt2-xl,grace,zsre,zsre_row5765,0.0,1.0,-0.010507272971469993,0.9999797203524577,-2.328125,12.718732714653015,0.0,0.0,-0.009521939321647186,-0.009521939321647186,-1.703125,-1.703125,0.0,0.0,-0.00010714295166188353,-0.00010714295166188353,-7.234375,-7.234375
gpt2-xl,grace,zsre,zsre_row13630,1.0,1.0,0.010259279512788818,0.998432817795369,0.911214192708333,10.388965288798014,1.0,1.0,0.011426988181385996,0.011426988181385996,1.445393880208333,1.445393880208333,1.0,1.0,0.003155053067620887,0.003155053067620887,2.402506510416667,2.402506510416667
gpt2-xl,grace,zsre,zsre_row14665,0.0,1.0,-0.008363508681729435,0.9640984092227162,-0.953125,10.338470458984375,0.0,0.0,-0.004888315029085304,-0.004888315029085304,-0.8125,-0.8125,0.0,0.0,-7.761381907150024e-05,-7.761381907150024e-05,-0.578125,-0.578125
gpt2-xl,grace,zsre,zsre_row12754,0.0,1.0,-0.0006863684377458618,0.9966616420470509,-1.15625,12.996658325195312,0.0,0.0,-0.0002568433110064872,-0.0002568433110064872,-1.6875,-1.6875,1.0,1.0,1.5098181219104483e-08,1.5098181219104483e-08,0.25,0.25
gpt2-xl,grace,zsre,zsre_row8750,0.0,1.0,-0.010631595863093615,0.9990624813960551,-4.901041666666667,9.92098617553711,0.0,0.0,-0.012674554122332954,-0.012674554122332954,-5.635416666666667,-5.635416666666667,0.0,0.0,-0.00032810103502023006,-0.00032810103502023006,-6.604166666666666,-6.604166666666666
gpt2-xl,grace,zsre,zsre_row4307,0.0,1.0,-0.00011688838341249955,0.974873802239332,-0.21875,9.677740414937338,0.0,0.0,-0.0016004306072078054,-0.0016004306072078054,-0.6731770833333339,-0.6731770833333339,0.0,0.0,-2.5090337725515555e-05,-2.5090337725515555e-05,-2.229166666666668,-2.229166666666668
gpt2-xl,grace,zsre,zsre_row18406,1.0,1.0,0.0017125989813484683,0.9998493307940134,2.46875,23.025700249398465,1.0,1.0,0.00041324274155373256,0.00041324274155373256,1.375,1.375,1.0,1.0,0.0016993969445255165,0.0016993969445255165,6.0,6.0
gpt2-xl,grace,zsre,zsre_row10580,0.0,1.0,-0.0004183447903211338,0.968046895013139,-2.8359375,11.358161926269531,0.0,0.0,-0.004916980226368003,-0.004916980226368003,-5.96875,-5.96875,1.0,1.0,2.853625412742645e-05,2.853625412742645e-05,1.2265625,1.2265625
gpt2-xl,grace,zsre,zsre_row9259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt2-xl,grace,zsre,zsre_row57,0.0,1.0,-3.024570863123265e-07,0.9953712386186719,-0.6875,13.995361328125,0.0,0.0,-2.8941036768614462e-06,-2.8941036768614462e-06,-0.3125,-0.3125,0.0,0.0,-2.2018885140075032e-07,-2.2018885140075032e-07,-0.625,-0.625
gpt2-xl,grace,zsre,zsre_row19060,0.0,1.0,-0.0001313864316184243,0.9986714627211568,-1.40625,13.170547485351562,0.0,0.0,-6.773031261241518e-05,-6.773031261241518e-05,-0.375,-0.375,0.0,0.0,-0.0001488008652892181,-0.0001488008652892181,-3.46875,-3.46875
gpt2-xl,grace,zsre,zsre_row16238,0.0,1.0,-1.0283066767544824e-05,0.8915413777400016,-0.1875,15.978946685791016,0.0,0.0,-1.6897497995685038e-05,-1.6897497995685038e-05,-0.390625,-0.390625,1.0,1.0,5.249382921459419e-08,5.249382921459419e-08,0.03125,0.03125
gpt2-xl,grace,zsre,zsre_row9297,1.0,1.0,0.008842992892712374,0.9875226441158397,1.3292968749999998,9.971865844726562,1.0,1.0,0.00818457139279358,0.00818457139279358,0.72900390625,0.72900390625,1.0,1.0,0.0016195113430982641,0.0016195113430982641,6.1234375,6.1234375
gpt2-xl,grace,zsre,zsre_row15083,1.0,1.0,0.009270581027579706,0.9843678544090105,1.7916190011160715,7.772612013135638,1.0,1.0,0.017028666067700978,0.017028666067700978,1.764549909319196,1.764549909319196,1.0,1.0,7.30702869968248e-05,7.30702869968248e-05,0.09187360491071406,0.09187360491071406
gpt2-xl,grace,zsre,zsre_row18879,1.0,1.0,0.00527888843489243,0.99795810652267,0.436279296875,9.65427017211914,1.0,1.0,0.002648326732572424,0.002648326732572424,0.41650390625,0.41650390625,0.0,0.0,-7.625162881506789e-06,-7.625162881506789e-06,-0.78125,-0.78125
gpt2-xl,grace,zsre,zsre_row495,1.0,1.0,0.005068663931417764,0.999350252316221,1.03125,13.436851501464844,1.0,1.0,0.003274480681009448,0.003274480681009448,1.15625,1.15625,0.0,0.0,-2.8655506920433357e-07,-2.8655506920433357e-07,-0.3125,-0.3125
gpt2-xl,grace,zsre,zsre_row14921,1.0,1.0,0.022966281733954614,0.9956846907435136,0.8479207356770835,7.181982676188151,1.0,1.0,0.016818922799940732,0.016818922799940732,1.1267496744791665,1.1267496744791665,1.0,1.0,0.001794209791232961,0.001794209791232961,3.255208333333333,3.255208333333333
gpt2-xl,memit,counterfact,11983,0.0,1.0,-0.035034467206226785,0.9936421214850915,-2.203125,19.993621826171875,0.0,1.0,-0.028673716851927166,0.802487362935094,-2.828125,17.315460205078125,0.1,0.2,-0.05226381362812356,-0.0471558711833381,-2.9,-2.26796875
gpt2-xl,memit,counterfact,13602,0.0,1.0,-0.34097088986750385,0.9928115056564725,-5.1796875,11.3052978515625,0.0,1.0,-0.23452253641349685,0.41097917697827324,-3.125,5.29931640625,0.1,0.1,-0.06303524984020961,-0.06740183184974824,-2.7609375,-2.60390625
gpt2-xl,memit,counterfact,15471,0.0,1.0,-0.38282174221897797,0.9962780058244212,-3.38671875,12.05877685546875,0.0,1.0,-0.005167339495487418,0.036714940710988575,-3.234375,8.578125,0.2,0.4,0.005386846049748541,0.019151407964903853,-2.15,-1.23828125
gpt2-xl,memit,counterfact,4190,0.0,1.0,-0.0001370159167991621,0.9610636469728925,-2.0,7.804443359375,0.0,1.0,-0.0022561344350142164,0.5544388307804402,-1.828125,4.4306640625,0.2,0.2,-0.0001988198951367333,-0.00025055620690406135,-1.459375,-1.30625
gpt2-xl,memit,counterfact,2414,0.0,1.0,-9.661210218331326e-07,0.9893153003531234,-0.375,19.4892578125,0.0,1.0,-0.0001960743391723173,0.3501062159569157,-2.765625,16.1240234375,0.7,0.8,0.00016030153640752626,0.00018514895196297952,1.546875,1.7
gpt2-xl,memit,counterfact,11701,0.0,1.0,-0.24289220444183754,0.9820951652975421,-6.8359375,14.23193359375,0.0,1.0,-0.0022547688772528098,0.19576591846788283,-3.953125,4.4375,0.1,0.2,0.001248769269764582,0.003313310955621608,-0.9328125,-0.69375
gpt2-xl,memit,counterfact,16141,0.0,1.0,-0.08465945329979688,0.9801080462692696,-7.90625,8.5426025390625,0.0,1.0,-0.10823578000680016,0.9117662243488169,-9.9140625,8.46728515625,0.0,0.0,-0.17927342793266993,-0.17811715356629867,-7.964599609375,-7.315625
gpt2-xl,memit,counterfact,19724,1.0,1.0,0.08125005674636333,0.10375596215061898,1.875,2.140625,0.0,0.5,-0.01447320037622579,-0.00957474857108984,-0.5390625,-0.046875,0.5,0.5,-0.060210301249724575,-0.05727128339402469,-1.59296875,-1.39140625
gpt2-xl,memit,counterfact,12635,0.0,1.0,-0.0011692259284704595,0.9421032284763257,-6.5625,9.5654296875,0.0,1.0,-0.0025347393640018086,0.6699717542484206,-4.703125,7.302734375,0.0,0.0,-0.037995151133827273,-0.039807876293876984,-9.9109375,-9.93203125
gpt2-xl,memit,counterfact,3748,0.0,1.0,-0.0032295911967189605,0.9805385441878256,-3.0625,19.6053466796875,0.0,1.0,-0.058174629155476,0.9103248351943823,-4.7578125,17.5286865234375,0.8,0.8,-0.003987646327243211,-0.004168318857358569,0.3921875,0.6484375
gpt2-xl,memit,counterfact,17374,1.0,1.0,0.0038574376793497336,0.9961135324450754,0.5,8.871246337890625,1.0,1.0,0.018096835996504523,0.9746450625741132,1.9765625,9.09942626953125,0.2,0.2,-0.07792036081405926,-0.09161986029738203,-2.4578125,-2.33828125
gpt2-xl,memit,counterfact,2723,1.0,1.0,0.00019920421077567778,0.9252989563191317,1.4375,13.29736328125,0.0,1.0,-9.91205832862665e-05,0.0007904576262038896,-2.84375,3.125,0.3,0.3,-0.0004398497098436105,-0.00033603814449083643,-1.30625,-1.190625
gpt2-xl,memit,counterfact,2759,0.0,1.0,-0.390049588627212,0.9907655329195112,-9.49609375,17.49072265625,0.0,1.0,-0.24545607283864718,0.9467793118657911,-7.802734375,13.194305419921875,0.0,0.9,-0.29960799849144093,0.7068418729013011,-8.363671875,9.76156005859375
gpt2-xl,memit,counterfact,21054,0.0,1.0,-0.0879652431126335,0.9744745407416618,-3.71875,7.9744873046875,0.0,1.0,-0.013377028632421148,0.011621166734421633,-1.3671875,4.3984375,0.4,0.4,-0.12667673227624782,-0.12866492229702586,-1.407421875,-1.184765625
gpt2-xl,memit,counterfact,12756,1.0,1.0,1.5565135787799256e-05,0.8295239743944884,2.6875,7.8759765625,0.5,1.0,-0.0002832049227838198,0.040685240131338694,0.8125,2.875,1.0,1.0,0.00014249314096201647,0.0007749291030401818,2.6,2.759375
gpt2-xl,memit,counterfact,14633,0.0,1.0,-0.0007102683387857542,0.9934451174277429,-1.40625,9.99346923828125,0.0,1.0,-0.005660478866916139,0.03075720563048706,-1.515625,5.15625,0.2,0.2,-0.0018816165869375285,-0.002051460080893546,-1.115625,-0.75
gpt2-xl,memit,counterfact,21068,1.0,1.0,0.00023960169685773578,0.9460871732133457,0.8125,14.257080078125,0.5,1.0,2.8713448523576103e-05,0.9847090163224147,-0.53125,16.672088623046875,0.7,0.8,0.0001314712857294846,0.00018562109734286304,0.0625,0.128125
gpt2-xl,memit,counterfact,3509,0.0,1.0,-0.009149976774170294,0.9893711934065318,-2.09375,12.30181884765625,0.0,1.0,-0.04185536440785224,0.8344618920098439,-2.84375,10.455917358398438,0.0,0.0,-0.01158929174575984,-0.009186591386292726,-2.9703125,-2.359375
gpt2-xl,memit,counterfact,2106,0.0,1.0,-0.00032422102279129356,0.9879545536307494,-0.3125,10.3004150390625,0.0,1.0,-0.0013158625859850765,0.6611951505459739,-2.109375,8.39404296875,0.0,0.0,-0.0017799510139308785,-0.0016829816599387658,-1.85625,-1.778125
gpt2-xl,memit,counterfact,17265,0.0,1.0,-0.0002402861448496554,0.9941417668173346,-1.4375,7.8695068359375,0.5,1.0,-0.02304228544752965,0.22894568509495428,0.265625,6.55859375,0.4,0.4,0.0020806520615766133,0.002330405035253146,-0.33125,-0.25
gpt2-xl,memit,genie,followed_by_6150,0.0,1.0,-0.45723947585937913,0.9760528681209675,-4.460782368977864,3.812986691792806,,,,,,,,,,,,
gpt2-xl,memit,genie,director_229,0.0,1.0,-0.19073794409554068,0.6173538140477582,-1.7348554134368896,3.6097545623779297,,,,,,,,,,,,
gpt2-xl,memit,genie,headquarters_2162,0.0,1.0,-0.6781502081287826,0.42790939314262516,-4.485135555267334,1.2088755369186401,,,,,,,,,,,,
gpt2-xl,memit,genie,field_of_work_1687,0.0,1.0,-0.0023539678480889222,0.9797752423125192,-2.53125,9.9796142578125,,,,,,,,,,,,
gpt2-xl,memit,genie,director_3768,1.0,1.0,0.0011514089697078622,0.9968684543205284,0.008264333009719849,7.370540142059326,,,,,,,,,,,,
gpt2-xl,memit,genie,occupation_2544,0.0,1.0,-0.0004194308752338286,0.7221838272102684,-1.7890625,3.77392578125,,,,,,,,,,,,
gpt2-xl,memit,genie,production_company_4721,1.0,1.0,0.002784585155472983,0.9881498510388125,0.596354166666667,7.586568196614583,,,,,,,,,,,,
gpt2-xl,memit,genie,continent_7135,0.0,1.0,-0.10992095474074155,0.9663381967523489,-4.33642578125,4.759521484375,,,,,,,,,,,,
gpt2-xl,memit,genie,spouse_2997,0.0,1.0,-0.0015909737782467774,0.8844884151184066,-0.947916666666667,5.561767578125,,,,,,,,,,,,
gpt2-xl,memit,genie,genre_3080,1.0,1.0,9.951427940199082e-05,0.7923992591195845,4.421875,10.642333984375,,,,,,,,,,,,
gpt2-xl,memit,genie,award_received_5077,0.0,1.0,-0.10032099260848232,0.8852484047248336,-2.089836351799242,3.4768509142326587,,,,,,,,,,,,
gpt2-xl,memit,genie,country_3694,0.0,1.0,-0.20639900175995504,0.9676261221382997,-8.3597900390625,4.242431640625,,,,,,,,,,,,
gpt2-xl,memit,genie,followed_by_3324,0.0,1.0,-0.002079009505932542,0.058491201490756865,-3.109375000000001,7.994791666666668,,,,,,,,,,,,
gpt2-xl,memit,genie,field_of_work_100,0.0,1.0,-0.0011082960174881107,0.8785350619641864,-3.026041666666667,9.162272135416666,,,,,,,,,,,,
gpt2-xl,memit,genie,composer_4902,0.0,1.0,-0.019747894754614914,0.17810317608808351,-0.4177144368489585,0.49784342447916674,,,,,,,,,,,,
gpt2-xl,memit,genie,genre_4732,0.0,1.0,-0.002280972222612063,0.9093644170103261,-6.79296875,8.1708984375,,,,,,,,,,,,
gpt2-xl,memit,genie,director_7311,1.0,1.0,0.011223163256969877,0.977649716742122,1.34375,9.696207682291666,,,,,,,,,,,,
gpt2-xl,memit,genie,country_6584,0.0,1.0,-0.028302268643205588,0.8083535364118819,-1.21630859375,1.87591552734375,,,,,,,,,,,,
gpt2-xl,memit,genie,genre_4642,1.0,1.0,0.002383053429436406,0.8875650074012977,1.05859375,3.3349609375,,,,,,,,,,,,
gpt2-xl,memit,genie,country_of_citizenship_2431,0.0,1.0,-0.11477508694119587,0.969665755751771,-1.5318603515625,4.4047088623046875,,,,,,,,,,,,
gpt2-xl,memit,mquake,2640,0.25,0.75,0.002348882615116932,0.24085583077456174,-0.6902031557900566,1.0929789219583783,,,,,,,,,,,,
gpt2-xl,memit,mquake,248,0.0,1.0,-0.012547796258034741,0.3356373103664495,-2.3439670138888893,4.209696451822916,,,,,,,,,,,,
gpt2-xl,memit,mquake,2121,1.0,1.0,0.04201966305657037,0.9666481551055252,0.30202884144253206,4.941995249854194,,,,,,,,,,,,
gpt2-xl,memit,mquake,825,0.5,1.0,-0.11915682505011553,0.49008568588362245,0.839192708333333,11.936848958333332,,,,,,,,,,,,
gpt2-xl,memit,mquake,2014,0.6666666666666666,1.0,0.15373366469231042,0.44768015813006157,5.091335478283111,10.269436427525113,,,,,,,,,,,,
gpt2-xl,memit,mquake,713,0.0,0.5,-0.05887559853640765,0.4633914951035494,-2.7500839233398438,-4.3182525634765625,,,,,,,,,,,,
gpt2-xl,memit,mquake,1872,0.0,1.0,-0.021947113649732695,0.9827292379658602,-1.5802408854166665,5.159016927083333,,,,,,,,,,,,
gpt2-xl,memit,mquake,562,0.5,1.0,0.017819576603022476,0.4392677665260726,0.7703685760498047,5.475612004597982,,,,,,,,,,,,
gpt2-xl,memit,mquake,595,1.0,1.0,0.06417274970862626,0.38996492384105524,3.5552940368652344,4.5698652267456055,,,,,,,,,,,,
gpt2-xl,memit,mquake,1554,0.0,1.0,-0.9139759227623918,0.9881384078817581,-7.42626953125,15.863067626953125,,,,,,,,,,,,
gpt2-xl,memit,mquake,1291,0.5,1.0,0.014945420232000795,0.24926182186094006,0.6406898498535156,1.013659885951451,,,,,,,,,,,,
gpt2-xl,memit,mquake,1655,1.0,1.0,0.04009851785171226,0.47383097528327184,1.886474609375,3.6815185546875,,,,,,,,,,,,
gpt2-xl,memit,mquake,681,0.0,1.0,-0.039557859201668225,0.9398698685042167,-0.3116682767868042,3.2719565629959106,,,,,,,,,,,,
gpt2-xl,memit,mquake,1162,1.0,1.0,0.003914717420914749,0.9921971526577762,1.19873046875,10.7734375,,,,,,,,,,,,
gpt2-xl,memit,mquake,1997,1.0,1.0,0.0077817568668070115,0.9571420973108832,1.7685546875,10.09686279296875,,,,,,,,,,,,
gpt2-xl,memit,mquake,2526,0.75,1.0,0.04867920332712039,0.2514913926523121,4.661306309700012,8.007153803110123,,,,,,,,,,,,
gpt2-xl,memit,mquake,2752,0.0,0.25,-0.0051023593134906405,0.24657453743793034,-2.40866752465566,-1.5125527381896973,,,,,,,,,,,,
gpt2-xl,memit,mquake,696,0.0,1.0,-0.0008709429784170613,0.9869027465143942,-0.8046875,15.50244140625,,,,,,,,,,,,
gpt2-xl,memit,mquake,606,0.0,1.0,-0.1035693303291096,0.9590189778654359,-5.0514068603515625,3.6072463989257812,,,,,,,,,,,,
gpt2-xl,memit,mquake,1946,0.3333333333333333,0.6666666666666666,-0.001759156818747945,0.3115716408481203,-0.546142578125,1.8746744791666667,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row272,0.0,1.0,-0.12627165993588874,0.3587593222617214,-3.154229482014974,3.658873240152995,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row528,0.0,1.0,-0.0002395587894529437,0.9631185065936023,-7.1640625,8.398193359375,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row137,1.0,1.0,0.003208769918582646,0.7038869798568199,6.2600453694661455,14.273863156636557,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row865,0.0,1.0,-0.02476231675138274,0.9357434302050424,-0.893147786458333,5.255226135253906,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row147,0.0,1.0,-0.11756553348912963,0.9836766644963435,-2.6816136837005615,5.641407569249471,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row86,0.0,1.0,-0.03284857421988085,0.7752064854381586,-5.428396606445313,5.062458801269531,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row827,0.0,1.0,-0.01320504416694285,0.716510373784307,-4.666666666666667,7.078938802083333,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row607,0.0,1.0,-0.0012723989706900757,0.5083822821871358,-4.552083333333334,9.323567708333334,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row377,1.0,1.0,0.004564265023868388,0.9864211604606671,3.274088541666667,22.611328125,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row454,0.0,1.0,-0.11649619885153087,0.5875569424615332,-5.23046875,5.596934000651042,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row339,0.0,1.0,-0.0023953715268627183,0.3456977359038575,-1.307291666666667,7.001220703125,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row744,0.0,1.0,-0.025324497399974125,0.9758998340113705,-5.305555725097657,4.0683135986328125,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row639,0.0,1.0,-0.0110519697378152,0.15993583824284902,-2.845947265625,4.2747802734375,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row437,0.0,1.0,-0.27481935244454525,0.987081958101312,-5.447052001953125,4.668396472930908,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row273,1.0,1.0,0.004657427094103678,0.1585672855152592,2.725789388020833,4.129720052083333,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row353,0.0,1.0,-0.013343921552156357,0.21372935631829953,-0.283999721209208,1.8264845858017602,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row371,0.0,1.0,-0.10074496570563836,0.3837822666908386,-3.9469947814941406,1.7714195251464844,,,,,,,,,,,,
gpt2-xl,memit,ripple,ripple_popular_row646,0.0,1.0,-0.392071967288463,0.6835330980986819,-4.5052227020263675,4.011775207519531,,,,,,,,,,,,
