model,method,bench,case,category,measure,phase,value
gpt2-xl,anyedit,mquake,2121,efficacy,acc,post,0.7777777777777778
gpt2-xl,anyedit,mquake,2121,single_hop,success,post,1.0
gpt2-xl,anyedit,mquake,2121,single_hop,diff,post,0.4855684538870503
gpt2-xl,anyedit,mquake,2121,single_hop,acc,post,0.7592592592592592
gpt2-xl,anyedit,mquake,2121,multihop,hit,post,0.0
gpt2-xl,anyedit,mquake,825,efficacy,success,pre,0.0
gpt2-xl,anyedit,mquake,825,efficacy,diff,pre,-0.2943418673995905
gpt2-xl,anyedit,mquake,825,efficacy,acc,pre,0.16666666666666666
gpt2-xl,anyedit,mquake,825,single_hop,success,pre,0.0
gpt2-xl,anyedit,mquake,825,single_hop,diff,pre,-0.2789840940823012
gpt2-xl,anyedit,mquake,825,single_hop,acc,pre,0.16666666666666666
gpt2-xl,anyedit,mquake,825,multihop,hit,pre,0.0
gpt2-xl,anyedit,mquake,825,efficacy,success,post,1.0
gpt2-xl,anyedit,mquake,825,efficacy,diff,post,0.5084955776111534
gpt2-xl,anyedit,mquake,825,efficacy,acc,post,0.8333333333333333
gpt2-xl,anyedit,mquake,825,single_hop,success,post,1.0
gpt2-xl,anyedit,mquake,825,single_hop,diff,post,0.14088454912584833
gpt2-xl,anyedit,mquake,825,single_hop,acc,post,0.8333333333333333
gpt2-xl,anyedit,mquake,825,multihop,hit,post,0.0
gpt2-xl,anyedit,mquake,2014,efficacy,success,pre,0.0
gpt2-xl,anyedit,mquake,2014,efficacy,diff,pre,-0.07655971232967555
gpt2-xl,anyedit,mquake,2014,efficacy,acc,pre,0.30952380952380953
gpt2-xl,anyedit,mquake,2014,single_hop,success,pre,0.0
gpt2-xl,anyedit,mquake,2014,single_hop,diff,pre,-0.07837771438379718
gpt2-xl,anyedit,mquake,2014,single_hop,acc,pre,0.6168831168831169
gpt2-xl,anyedit,mquake,2014,multihop,hit,pre,0.0
gpt2-xl,anyedit,mquake,2014,efficacy,success,post,1.0
gpt2-xl,anyedit,mquake,2014,efficacy,diff,post,0.6659249191389084
gpt2-xl,anyedit,mquake,2014,efficacy,acc,post,0.9047619047619048
gpt2-xl,anyedit,mquake,2014,single_hop,success,post,1.0
gpt2-xl,anyedit,mquake,2014,single_hop,diff,post,0.19764552502477245
gpt2-xl,anyedit,mquake,2014,single_hop,acc,post,0.9523809523809524
gpt2-xl,anyedit,mquake,2014,multihop,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row657,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row657,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,anyedit,ripple,ripple_popular_row657,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row657,ripple_relation_specificity,hit,post,1.0
gpt2-xl,anyedit,ripple,ripple_popular_row839,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row839,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row792,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row792,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row778,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row778,ripple_logical,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row778,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,anyedit,ripple,ripple_popular_row778,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row778,ripple_logical,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row778,ripple_relation_specificity,hit,post,1.0
gpt2-xl,anyedit,ripple,ripple_popular_row846,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row846,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,anyedit,ripple,ripple_popular_row846,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row846,ripple_relation_specificity,hit,post,0.5
gpt2-xl,anyedit,ripple,ripple_random_row1742,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1742,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1584,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1584,efficacy,hit,post,1.0
gpt2-xl,anyedit,ripple,ripple_random_row1799,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1799,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1627,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1627,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1806,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row1806,efficacy,hit,post,0.0
gpt2-xl,anyedit,zsre,zsre_row18114,efficacy,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row18114,efficacy,diff,pre,0.0013489904607146578
gpt2-xl,anyedit,zsre,zsre_row18114,efficacy,acc,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row18114,generalisation,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row18114,generalisation,diff,pre,0.007393608263029027
gpt2-xl,anyedit,zsre,zsre_row18114,generalisation,acc,pre,0.5
gpt2-xl,anyedit,zsre,zsre_row18114,specificity,success,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row18114,specificity,diff,pre,-0.003835267040342944
gpt2-xl,anyedit,zsre,zsre_row18114,specificity,acc,pre,0.25
gpt2-xl,anyedit,zsre,zsre_row18114,efficacy,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row18114,efficacy,diff,post,0.9353090187915587
gpt2-xl,anyedit,zsre,zsre_row18114,efficacy,acc,post,1.0
gpt2-xl,anyedit,zsre,zsre_row18114,generalisation,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row18114,generalisation,diff,post,0.0759695917500551
gpt2-xl,anyedit,zsre,zsre_row18114,generalisation,acc,post,0.5
gpt2-xl,anyedit,zsre,zsre_row18114,specificity,success,post,0.0
gpt2-xl,anyedit,zsre,zsre_row18114,specificity,diff,post,-0.003995415265962611
gpt2-xl,anyedit,zsre,zsre_row18114,specificity,acc,post,0.25
gpt2-xl,anyedit,zsre,zsre_row10337,efficacy,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row10337,efficacy,diff,pre,0.008737059411089355
gpt2-xl,anyedit,zsre,zsre_row10337,efficacy,acc,pre,0.3333333333333333
gpt2-xl,anyedit,zsre,zsre_row10337,generalisation,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row10337,generalisation,diff,pre,0.0029590640572478514
gpt2-xl,anyedit,zsre,zsre_row10337,generalisation,acc,pre,0.3333333333333333
gpt2-xl,anyedit,zsre,zsre_row10337,specificity,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row10337,specificity,diff,pre,0.00013660588108589132
gpt2-xl,anyedit,zsre,zsre_row10337,specificity,acc,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row10337,efficacy,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row10337,efficacy,diff,post,0.5293688273235759
gpt2-xl,anyedit,zsre,zsre_row10337,efficacy,acc,post,1.0
gpt2-xl,anyedit,zsre,zsre_row10337,generalisation,success,post,0.0
gpt2-xl,anyedit,zsre,zsre_row10337,generalisation,diff,post,-0.22046928730745188
gpt2-xl,anyedit,zsre,zsre_row10337,generalisation,acc,post,0.3333333333333333
gpt2-xl,anyedit,zsre,zsre_row10337,specificity,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row10337,specificity,diff,post,0.00011730567897381255
gpt2-xl,anyedit,zsre,zsre_row10337,specificity,acc,post,0.0
gpt2-xl,anyedit,zsre,zsre_row11396,efficacy,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row11396,efficacy,diff,pre,0.15288347323089016
gpt2-xl,anyedit,zsre,zsre_row11396,efficacy,acc,pre,0.6666666666666666
gpt2-xl,anyedit,zsre,zsre_row11396,generalisation,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row11396,generalisation,diff,pre,0.16456620292618865
gpt2-xl,anyedit,zsre,zsre_row11396,generalisation,acc,pre,0.6666666666666666
gpt2-xl,anyedit,zsre,zsre_row11396,specificity,success,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row11396,specificity,diff,pre,-2.9790150548376524e-06
gpt2-xl,anyedit,zsre,zsre_row11396,specificity,acc,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row11396,efficacy,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row11396,efficacy,diff,post,0.8682459696374007
gpt2-xl,anyedit,zsre,zsre_row11396,efficacy,acc,post,1.0
gpt2-xl,anyedit,zsre,zsre_row11396,generalisation,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row11396,generalisation,diff,post,0.3042396133632703
gpt2-xl,anyedit,zsre,zsre_row11396,generalisation,acc,post,0.8333333333333334
gpt2-xl,anyedit,zsre,zsre_row11396,specificity,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row11396,specificity,diff,post,2.1320831234831962e-05
gpt2-xl,anyedit,zsre,zsre_row11396,specificity,acc,post,0.0
gpt2-xl,anyedit,zsre,zsre_row12562,efficacy,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row12562,efficacy,diff,pre,0.030931978149728298
gpt2-xl,anyedit,zsre,zsre_row12562,efficacy,acc,pre,0.75
gpt2-xl,anyedit,zsre,zsre_row12562,generalisation,success,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row12562,generalisation,diff,pre,-0.14700302399926818
gpt2-xl,anyedit,zsre,zsre_row12562,generalisation,acc,pre,0.75
gpt2-xl,anyedit,zsre,zsre_row12562,specificity,success,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row12562,specificity,diff,pre,-0.09575036893646345
gpt2-xl,anyedit,zsre,zsre_row12562,specificity,acc,pre,0.5897435897435898
gpt2-xl,anyedit,zsre,zsre_row12562,efficacy,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row12562,efficacy,diff,post,0.9301749525408117
gpt2-xl,anyedit,zsre,zsre_row12562,efficacy,acc,post,1.0
gpt2-xl,anyedit,zsre,zsre_row12562,generalisation,success,post,0.0
gpt2-xl,anyedit,zsre,zsre_row12562,generalisation,diff,post,-0.13089477015093393
gpt2-xl,anyedit,zsre,zsre_row12562,generalisation,acc,post,0.75
gpt2-xl,anyedit,zsre,zsre_row12562,specificity,success,post,0.0
gpt2-xl,anyedit,zsre,zsre_row12562,specificity,diff,post,-0.0956159586367622
gpt2-xl,anyedit,zsre,zsre_row12562,specificity,acc,post,0.5897435897435898
gpt2-xl,anyedit,zsre,zsre_row13330,efficacy,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row13330,efficacy,diff,pre,0.0011947509600241058
gpt2-xl,anyedit,zsre,zsre_row13330,efficacy,acc,pre,0.5
gpt2-xl,anyedit,zsre,zsre_row13330,generalisation,success,pre,1.0
gpt2-xl,anyedit,zsre,zsre_row13330,generalisation,diff,pre,0.0022326564970318397
gpt2-xl,anyedit,zsre,zsre_row13330,generalisation,acc,pre,0.5
gpt2-xl,anyedit,zsre,zsre_row13330,specificity,success,pre,0.0
gpt2-xl,anyedit,zsre,zsre_row13330,specificity,diff,pre,-0.1027604608026697
gpt2-xl,anyedit,zsre,zsre_row13330,specificity,acc,pre,0.5584415584415584
gpt2-xl,anyedit,zsre,zsre_row13330,efficacy,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row13330,efficacy,diff,post,0.9945536344528134
gpt2-xl,anyedit,zsre,zsre_row13330,efficacy,acc,post,1.0
gpt2-xl,anyedit,zsre,zsre_row13330,generalisation,success,post,1.0
gpt2-xl,anyedit,zsre,zsre_row13330,generalisation,diff,post,0.002620953077262189
gpt2-xl,anyedit,zsre,zsre_row13330,generalisation,acc,post,0.5
gpt2-xl,anyedit,zsre,zsre_row13330,specificity,success,post,0.0
gpt2-xl,anyedit,zsre,zsre_row13330,specificity,diff,post,-0.10282137489996132
gpt2-xl,anyedit,zsre,zsre_row13330,specificity,acc,post,0.5584415584415584
gpt2-xl,grace,counterfact,11983,efficacy,success,pre,0.0
gpt2-xl,grace,counterfact,11983,efficacy,diff,pre,-0.03565468776027049
gpt2-xl,grace,counterfact,11983,efficacy,acc,pre,0.0
gpt2-xl,grace,counterfact,11983,generalisation,success,pre,0.0
gpt2-xl,grace,counterfact,11983,generalisation,diff,pre,-0.029315199454624997
gpt2-xl,grace,counterfact,11983,generalisation,acc,pre,0.0
gpt2-xl,grace,counterfact,11983,specificity,success,pre,0.1
gpt2-xl,grace,counterfact,11983,specificity,diff,pre,-0.053060422747595745
gpt2-xl,grace,counterfact,11983,specificity,acc,pre,0.1
gpt2-xl,grace,counterfact,11983,target_close_neighbour,success,pre,0.9
gpt2-xl,grace,counterfact,11983,target_close_neighbour,diff,pre,0.08293220752035592
gpt2-xl,grace,counterfact,11983,target_close_neighbour,acc,pre,0.2
gpt2-xl,grace,counterfact,11983,efficacy,success,post,1.0
gpt2-xl,grace,counterfact,11983,efficacy,diff,post,0.9994622721212115
gpt2-xl,grace,counterfact,11983,efficacy,acc,post,1.0
gpt2-xl,grace,counterfact,11983,generalisation,success,post,0.0
gpt2-xl,grace,counterfact,11983,generalisation,diff,post,-0.029315199454624997
gpt2-xl,grace,counterfact,11983,generalisation,acc,post,0.0
gpt2-xl,grace,counterfact,11983,specificity,success,post,0.2
gpt2-xl,grace,counterfact,11983,specificity,diff,post,0.050144592587184754
gpt2-xl,grace,counterfact,11983,specificity,acc,post,0.1
gpt2-xl,grace,counterfact,11983,target_close_neighbour,success,post,1.0
gpt2-xl,grace,counterfact,11983,target_close_neighbour,diff,post,0.18348562527397286
gpt2-xl,grace,counterfact,11983,target_close_neighbour,acc,post,0.3
gpt2-xl,grace,counterfact,13602,efficacy,success,pre,0.0
gpt2-xl,grace,counterfact,13602,efficacy,diff,pre,-0.3437196922705103
gpt2-xl,grace,counterfact,13602,efficacy,acc,pre,0.0
gpt2-xl,grace,counterfact,13602,generalisation,success,pre,0.0
gpt2-xl,grace,counterfact,13602,generalisation,diff,pre,-0.22245752272190797
gpt2-xl,grace,counterfact,13602,generalisation,acc,pre,0.0
gpt2-xl,grace,counterfact,13602,specificity,success,pre,0.1
gpt2-xl,grace,counterfact,13602,specificity,diff,pre,-0.06374715831162822
gpt2-xl,grace,counterfact,13602,specificity,acc,pre,0.2
gpt2-xl,grace,counterfact,13602,target_close_neighbour,success,pre,0.2
gpt2-xl,grace,counterfact,13602,target_close_neighbour,diff,pre,-0.03959248573738354
gpt2-xl,grace,counterfact,13602,target_close_neighbour,acc,pre,0.0
gpt2-xl,grace,counterfact,13602,efficacy,success,post,1.0
gpt2-xl,grace,counterfact,13602,efficacy,diff,post,0.9993933411387458
gpt2-xl,grace,counterfact,13602,efficacy,acc,post,1.0
gpt2-xl,grace,counterfact,13602,generalisation,success,post,0.0
gpt2-xl,grace,counterfact,13602,generalisation,diff,post,-0.22245752272190797
gpt2-xl,grace,counterfact,13602,generalisation,acc,post,0.0
gpt2-xl,grace,counterfact,13602,specificity,success,post,0.1
gpt2-xl,grace,counterfact,13602,specificity,diff,post,-0.06374715831162822
gpt2-xl,grace,counterfact,13602,specificity,acc,post,0.2
gpt2-xl,grace,counterfact,13602,target_close_neighbour,success,post,0.2
gpt2-xl,grace,counterfact,13602,target_close_neighbour,diff,post,-0.03959248573738354
gpt2-xl,grace,counterfact,13602,target_close_neighbour,acc,post,0.0
gpt2-xl,grace,counterfact,15471,efficacy,success,pre,0.0
gpt2-xl,grace,counterfact,15471,efficacy,diff,pre,-0.3657318186141431
gpt2-xl,grace,counterfact,15471,efficacy,acc,pre,0.0
gpt2-xl,grace,counterfact,15471,generalisation,success,pre,0.0
gpt2-xl,grace,counterfact,15471,generalisation,diff,pre,-0.005283081947585409
gpt2-xl,grace,counterfact,15471,generalisation,acc,pre,0.0
gpt2-xl,grace,counterfact,15471,specificity,success,pre,0.2
gpt2-xl,grace,counterfact,15471,specificity,diff,pre,0.005512395232580558
gpt2-xl,grace,counterfact,15471,specificity,acc,pre,0.0
gpt2-xl,grace,counterfact,15471,target_close_neighbour,success,pre,1.0
gpt2-xl,grace,counterfact,15471,target_close_neighbour,diff,pre,0.2552497925216935
gpt2-xl,grace,counterfact,15471,target_close_neighbour,acc,pre,0.3
gpt2-xl,grace,counterfact,15471,efficacy,success,post,1.0
gpt2-xl,grace,counterfact,15471,efficacy,diff,post,0.9999848604030648
gpt2-xl,grace,counterfact,15471,efficacy,acc,post,1.0
gpt2-xl,grace,counterfact,15471,generalisation,success,post,0.0
gpt2-xl,grace,counterfact,15471,generalisation,diff,post,-0.005283081947585409
gpt2-xl,grace,counterfact,15471,generalisation,acc,post,0.0
gpt2-xl,grace,counterfact,15471,specificity,success,post,0.2
gpt2-xl,grace,counterfact,15471,specificity,diff,post,0.005512395232580558
gpt2-xl,grace,counterfact,15471,specificity,acc,post,0.0
gpt2-xl,grace,counterfact,15471,target_close_neighbour,success,post,1.0
gpt2-xl,grace,counterfact,15471,target_close_neighbour,diff,post,0.2552497925216935
gpt2-xl,grace,counterfact,15471,target_close_neighbour,acc,post,0.3
gpt2-xl,grace,counterfact,4190,efficacy,success,pre,0.0
gpt2-xl,grace,counterfact,4190,efficacy,diff,pre,-0.0001472357942219095
gpt2-xl,grace,counterfact,4190,efficacy,acc,pre,0.0
gpt2-xl,grace,counterfact,4190,generalisation,success,pre,0.0
gpt2-xl,grace,counterfact,4190,generalisation,diff,pre,-0.0023938588327926747
gpt2-xl,grace,counterfact,4190,generalisation,acc,pre,0.0
gpt2-xl,grace,counterfact,4190,specificity,success,pre,0.2
gpt2-xl,grace,counterfact,4190,specificity,diff,pre,-0.00018885965733546909
gpt2-xl,grace,counterfact,4190,specificity,acc,pre,0.0
gpt2-xl,grace,counterfact,4190,target_close_neighbour,success,pre,0.8
gpt2-xl,grace,counterfact,4190,target_close_neighbour,diff,pre,0.007420845398691353
gpt2-xl,grace,counterfact,4190,target_close_neighbour,acc,pre,0.0
gpt2-xl,grace,counterfact,4190,efficacy,success,post,1.0
gpt2-xl,grace,counterfact,4190,efficacy,diff,post,0.9989169444520956
gpt2-xl,grace,counterfact,4190,efficacy,acc,post,1.0
gpt2-xl,grace,counterfact,4190,generalisation,success,post,0.0
gpt2-xl,grace,counterfact,4190,generalisation,diff,post,-0.0023938588327926747
gpt2-xl,grace,counterfact,4190,generalisation,acc,post,0.0
gpt2-xl,grace,counterfact,4190,specificity,success,post,0.2
gpt2-xl,grace,counterfact,4190,specificity,diff,post,-0.00018885965733546909
gpt2-xl,grace,counterfact,4190,specificity,acc,post,0.0
gpt2-xl,grace,counterfact,4190,target_close_neighbour,success,post,0.8
gpt2-xl,grace,counterfact,4190,target_close_neighbour,diff,post,0.007420845398691353
gpt2-xl,grace,counterfact,4190,target_close_neighbour,acc,post,0.0
gpt2-xl,grace,counterfact,2414,efficacy,success,pre,0.0
gpt2-xl,grace,counterfact,2414,efficacy,diff,pre,-1.0947702925309163e-06
gpt2-xl,grace,counterfact,2414,efficacy,acc,pre,0.0
gpt2-xl,grace,counterfact,2414,generalisation,success,pre,0.0
gpt2-xl,grace,counterfact,2414,generalisation,diff,pre,-0.00018400724620467088
gpt2-xl,grace,counterfact,2414,generalisation,acc,pre,0.0
gpt2-xl,grace,counterfact,2414,specificity,success,pre,0.7
gpt2-xl,grace,counterfact,2414,specificity,diff,pre,0.00016071127775825418
gpt2-xl,grace,counterfact,2414,specificity,acc,pre,0.0
gpt2-xl,grace,counterfact,2414,target_close_neighbour,success,pre,0.9
gpt2-xl,grace,counterfact,2414,target_close_neighbour,diff,pre,0.00022327334298635678
gpt2-xl,grace,counterfact,2414,target_close_neighbour,acc,pre,0.0
gpt2-xl,grace,counterfact,2414,efficacy,success,post,1.0
gpt2-xl,grace,counterfact,2414,efficacy,diff,post,0.9999604232963127
gpt2-xl,grace,counterfact,2414,efficacy,acc,post,1.0
gpt2-xl,grace,counterfact,2414,generalisation,success,post,0.0
gpt2-xl,grace,counterfact,2414,generalisation,diff,post,-0.00018400724620467088
gpt2-xl,grace,counterfact,2414,generalisation,acc,post,0.0
gpt2-xl,grace,counterfact,2414,specificity,success,post,0.7
gpt2-xl,grace,counterfact,2414,specificity,diff,post,0.00016071127775825418
gpt2-xl,grace,counterfact,2414,specificity,acc,post,0.0
gpt2-xl,grace,counterfact,2414,target_close_neighbour,success,post,0.9
gpt2-xl,grace,counterfact,2414,target_close_neighbour,diff,post,0.00022327334298635678
gpt2-xl,grace,counterfact,2414,target_close_neighbour,acc,post,0.0
gpt2-xl,grace,genie,screenwriter_825,efficacy,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_825,efficacy,diff,pre,0.15862127193183684
gpt2-xl,grace,genie,screenwriter_825,efficacy,acc,pre,0.75
gpt2-xl,grace,genie,screenwriter_825,paraphrase_1,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_825,paraphrase_1,diff,pre,0.14202286119522917
gpt2-xl,grace,genie,screenwriter_825,paraphrase_1,acc,pre,0.75
gpt2-xl,grace,genie,screenwriter_825,paraphrase_2,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_825,paraphrase_2,diff,pre,0.2037114227103598
gpt2-xl,grace,genie,screenwriter_825,paraphrase_2,acc,pre,0.75
gpt2-xl,grace,genie,screenwriter_825,paraphrase_3,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_825,paraphrase_3,diff,pre,0.1507151492873296
gpt2-xl,grace,genie,screenwriter_825,paraphrase_3,acc,pre,0.75
gpt2-xl,grace,genie,screenwriter_825,hop_1,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_825,hop_1,diff,pre,0.02688643249896003
gpt2-xl,grace,genie,screenwriter_825,hop_1,acc,pre,0.6
gpt2-xl,grace,genie,screenwriter_825,hop_2,success,pre,0.0
gpt2-xl,grace,genie,screenwriter_825,hop_2,diff,pre,-0.0030083054411368486
gpt2-xl,grace,genie,screenwriter_825,hop_2,acc,pre,0.0
gpt2-xl,grace,genie,screenwriter_825,hop_3,success,pre,0.0
gpt2-xl,grace,genie,screenwriter_825,hop_3,diff,pre,-0.22710440596671497
gpt2-xl,grace,genie,screenwriter_825,hop_3,acc,pre,0.0
gpt2-xl,grace,genie,screenwriter_825,abstract_2,hit,pre,0.0
gpt2-xl,grace,genie,screenwriter_825,abstract_3,hit,pre,0.0
gpt2-xl,grace,genie,screenwriter_825,efficacy,success,post,1.0
gpt2-xl,grace,genie,screenwriter_825,efficacy,diff,post,0.9936372891279257
gpt2-xl,grace,genie,screenwriter_825,efficacy,acc,post,1.0
gpt2-xl,grace,genie,screenwriter_825,paraphrase_1,success,post,1.0
gpt2-xl,grace,genie,screenwriter_825,paraphrase_1,diff,post,0.14202286119522917
gpt2-xl,grace,genie,screenwriter_825,paraphrase_1,acc,post,0.75
gpt2-xl,grace,genie,screenwriter_825,paraphrase_2,success,post,1.0
gpt2-xl,grace,genie,screenwriter_825,paraphrase_2,diff,post,0.2037114227103598
gpt2-xl,grace,genie,screenwriter_825,paraphrase_2,acc,post,0.75
gpt2-xl,grace,genie,screenwriter_825,paraphrase_3,success,post,1.0
gpt2-xl,grace,genie,screenwriter_825,paraphrase_3,diff,post,0.1507151492873296
gpt2-xl,grace,genie,screenwriter_825,paraphrase_3,acc,post,0.75
gpt2-xl,grace,genie,screenwriter_825,hop_1,success,post,1.0
gpt2-xl,grace,genie,screenwriter_825,hop_1,diff,post,0.02688643249896003
gpt2-xl,grace,genie,screenwriter_825,hop_1,acc,post,0.6
gpt2-xl,grace,genie,screenwriter_825,hop_2,success,post,0.0
gpt2-xl,grace,genie,screenwriter_825,hop_2,diff,post,-0.0030083054411368486
gpt2-xl,grace,genie,screenwriter_825,hop_2,acc,post,0.0
gpt2-xl,grace,genie,screenwriter_825,hop_3,success,post,0.0
gpt2-xl,grace,genie,screenwriter_825,hop_3,diff,post,-0.22710440596671497
gpt2-xl,grace,genie,screenwriter_825,hop_3,acc,post,0.0
gpt2-xl,grace,genie,screenwriter_825,abstract_2,hit,post,0.0
gpt2-xl,grace,genie,screenwriter_825,abstract_3,hit,post,0.0
gpt2-xl,grace,genie,award_received_772,efficacy,success,pre,0.0
gpt2-xl,grace,genie,award_received_772,efficacy,diff,pre,-0.0915440721858099
gpt2-xl,grace,genie,award_received_772,efficacy,acc,pre,0.36363636363636365
gpt2-xl,grace,genie,award_received_772,paraphrase_1,success,pre,0.0
gpt2-xl,grace,genie,award_received_772,paraphrase_1,diff,pre,-0.12699074134649113
gpt2-xl,grace,genie,award_received_772,paraphrase_1,acc,pre,0.36363636363636365
gpt2-xl,grace,genie,award_received_772,paraphrase_2,success,pre,0.0
gpt2-xl,grace,genie,award_received_772,paraphrase_2,diff,pre,-0.11130852277683467
gpt2-xl,grace,genie,award_received_772,paraphrase_2,acc,pre,0.36363636363636365
gpt2-xl,grace,genie,award_received_772,paraphrase_3,success,pre,0.0
gpt2-xl,grace,genie,award_received_772,paraphrase_3,diff,pre,-0.025087317372576228
gpt2-xl,grace,genie,award_received_772,paraphrase_3,acc,pre,0.36363636363636365
gpt2-xl,grace,genie,award_received_772,abstract_2,hit,pre,0.0
gpt2-xl,grace,genie,award_received_772,abstract_3,hit,pre,0.0
gpt2-xl,grace,genie,award_received_772,efficacy,success,post,1.0
gpt2-xl,grace,genie,award_received_772,efficacy,diff,post,0.8240353623762988
gpt2-xl,grace,genie,award_received_772,efficacy,acc,post,1.0
gpt2-xl,grace,genie,award_received_772,paraphrase_1,success,post,0.0
gpt2-xl,grace,genie,award_received_772,paraphrase_1,diff,post,-0.12699074134649113
gpt2-xl,grace,genie,award_received_772,paraphrase_1,acc,post,0.36363636363636365
gpt2-xl,grace,genie,award_received_772,paraphrase_2,success,post,0.0
gpt2-xl,grace,genie,award_received_772,paraphrase_2,diff,post,-0.11130852277683467
gpt2-xl,grace,genie,award_received_772,paraphrase_2,acc,post,0.36363636363636365
gpt2-xl,grace,genie,award_received_772,paraphrase_3,success,post,0.0
gpt2-xl,grace,genie,award_received_772,paraphrase_3,diff,post,-0.025087317372576228
gpt2-xl,grace,genie,award_received_772,paraphrase_3,acc,post,0.36363636363636365
gpt2-xl,grace,genie,award_received_772,abstract_2,hit,post,0.0
gpt2-xl,grace,genie,award_received_772,abstract_3,hit,post,0.0
gpt2-xl,grace,genie,screenwriter_548,efficacy,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_548,efficacy,diff,pre,0.09758109056603412
gpt2-xl,grace,genie,screenwriter_548,efficacy,acc,pre,0.8
gpt2-xl,grace,genie,screenwriter_548,paraphrase_1,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_548,paraphrase_1,diff,pre,0.17352857149907774
gpt2-xl,grace,genie,screenwriter_548,paraphrase_1,acc,pre,0.8
gpt2-xl,grace,genie,screenwriter_548,paraphrase_2,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_548,paraphrase_2,diff,pre,0.10840090627139014
gpt2-xl,grace,genie,screenwriter_548,paraphrase_2,acc,pre,0.8
gpt2-xl,grace,genie,screenwriter_548,paraphrase_3,success,pre,1.0
gpt2-xl,grace,genie,screenwriter_548,paraphrase_3,diff,pre,0.10632744766863479
gpt2-xl,grace,genie,screenwriter_548,paraphrase_3,acc,pre,0.8
gpt2-xl,grace,genie,screenwriter_548,hop_1,success,pre,0.0
gpt2-xl,grace,genie,screenwriter_548,hop_1,diff,pre,-0.026761068536952842
gpt2-xl,grace,genie,screenwriter_548,hop_1,acc,pre,0.6666666666666666
gpt2-xl,grace,genie,screenwriter_548,abstract_2,hit,pre,0.0
